contrato,fatura_on_line,metodo_pagamento,gasto_mensal,gasto_total,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_cabo,streaming_filmes,servico_telefone,multiplas_linhas,genero,idoso_maior_65,possui_parceira,dependentes,tempo_contrato,id_cliente,evadido,compras_diarias,evadido_numerico
month-to-month,1,electronic check,89.25,89.25,fiber optic,0,0,0,0,yes,yes,1,0,male,0,0,0,1,7577-swifr,0,2.975,0
two year,1,mailed check,91.25,6589.6,dsl,1,1,1,1,yes,yes,1,1,male,0,1,1,71,7579-kkloe,0,3.0416666666666665,0
month-to-month,0,credit card (automatic),50.15,115.1,dsl,0,1,0,0,no,no,1,0,female,1,1,0,2,7579-oopec,1,1.6716666666666666,1
month-to-month,0,mailed check,54.85,104.2,dsl,1,1,0,0,no,no,1,0,female,1,0,0,2,7580-ugxnc,1,1.8283333333333334,1
one year,1,credit card (automatic),70.15,4224.7,dsl,0,1,1,1,yes,no,1,0,female,0,0,0,60,7581-ebbou,0,2.3383333333333334,0
two year,1,mailed check,29.6,299.05,dsl,0,0,0,1,no,no,0,0,female,0,0,0,10,7586-nhqea,,0.9866666666666667,2
month-to-month,1,electronic check,84.9,3369.05,fiber optic,0,0,0,0,yes,no,1,1,male,0,0,0,40,7586-zatgz,0,2.83,0
month-to-month,0,electronic check,100.75,2793.55,fiber optic,1,1,0,1,yes,no,1,1,male,0,1,1,27,7587-aovvu,0,3.3583333333333334,0
month-to-month,1,electronic check,43.3,123.65,dsl,0,0,0,0,no,no,1,0,male,0,0,0,3,7587-rznme,1,1.4433333333333331,1
month-to-month,1,electronic check,29.85,29.85,dsl,0,1,0,0,no,no,0,0,female,0,1,0,1,7590-vhveg,0,0.995,0
month-to-month,1,bank transfer (automatic),44.6,260.8,dsl,0,0,0,0,no,no,1,0,male,0,1,1,6,7593-jnwru,1,1.4866666666666668,1
month-to-month,0,mailed check,46.3,46.3,dsl,0,0,0,0,no,no,1,0,male,0,0,0,1,7593-xfkdi,1,1.5433333333333332,1
month-to-month,0,credit card (automatic),69.15,2275.1,fiber optic,0,0,0,0,no,no,1,0,male,1,0,0,34,7594-lznwr,0,2.305,0
month-to-month,1,electronic check,79.6,79.6,fiber optic,0,0,0,0,no,yes,1,0,female,0,0,1,1,7594-rqhxr,1,2.6533333333333333,1
month-to-month,0,credit card (automatic),50.6,1653.45,dsl,0,0,1,0,yes,yes,0,0,male,0,1,1,32,7595-ehcdl,0,1.6866666666666668,0
month-to-month,0,electronic check,75.8,75.8,fiber optic,0,1,0,0,no,no,1,0,female,0,0,0,1,7595-euivn,1,2.5266666666666664,1
two year,1,bank transfer (automatic),20.25,538.2,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,27,7596-iiwyc,0,0.675,0
one year,1,credit card (automatic),85.15,979.05,fiber optic,1,0,0,0,yes,no,1,0,female,0,0,0,12,7596-lduxp,0,2.8383333333333334,0
two year,1,mailed check,59.6,3739.8,dsl,1,1,0,1,no,no,1,0,female,0,0,0,65,7596-zywbb,0,1.9866666666666668,0
month-to-month,0,electronic check,76.4,151.8,fiber optic,0,0,1,0,no,no,1,0,male,0,1,0,2,7598-uaasy,1,2.546666666666667,1
month-to-month,1,bank transfer (automatic),106.15,4512.7,fiber optic,0,0,1,1,yes,yes,1,1,male,0,1,0,42,7599-fkvxz,1,3.5383333333333336,1
two year,0,bank transfer (automatic),48.7,3008.55,dsl,1,1,0,1,yes,no,0,0,female,0,1,1,62,7599-ntmdp,0,1.6233333333333335,0
two year,0,credit card (automatic),24.0,1183.05,no,0,0,0,0,no internet service,no internet service,1,1,female,0,0,0,48,7601-dhfwz,0,0.8,0
two year,0,mailed check,19.6,686.95,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,35,7601-gndyk,0,0.6533333333333334,0
month-to-month,0,mailed check,19.55,19.55,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,1,7601-wfvzv,0,0.6516666666666667,0
two year,0,mailed check,19.6,1416.5,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,0,71,7602-dbtou,0,0.6533333333333334,0
two year,1,bank transfer (automatic),110.45,8058.85,fiber optic,1,0,1,1,yes,yes,1,1,female,0,1,1,72,7602-mvrmb,0,3.6816666666666666,0
month-to-month,1,credit card (automatic),73.75,871.4,fiber optic,0,0,0,0,no,no,1,1,male,0,0,1,12,7603-ushjs,1,2.4583333333333335,1
two year,1,bank transfer (automatic),49.85,1520.1,dsl,1,1,0,1,no,yes,0,0,female,0,0,0,31,7605-bdwdc,0,1.6616666666666666,0
month-to-month,1,credit card (automatic),50.25,2221.55,dsl,0,0,1,0,no,no,1,0,female,0,1,0,45,7605-snlqg,0,1.675,0
two year,1,credit card (automatic),19.8,1468.75,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,72,7606-bphhn,0,0.66,0
month-to-month,0,mailed check,24.7,467.15,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,1,21,7606-gwmke,,0.8233333333333334,2
one year,1,credit card (automatic),95.0,4368.85,fiber optic,0,1,1,0,no,yes,1,1,male,0,1,1,45,7607-qkktj,0,3.1666666666666665,0
two year,1,mailed check,24.4,1413.0,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,1,62,7608-rgiro,0,0.8133333333333332,0
one year,0,mailed check,19.55,280.85,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,17,7609-nrnca,0,0.6516666666666667,0
two year,0,bank transfer (automatic),87.1,4735.2,dsl,1,0,1,1,yes,yes,1,1,male,0,0,0,54,7609-ybpxg,0,2.9033333333333333,0
month-to-month,1,electronic check,26.35,378.6,no,0,0,0,0,no internet service,no internet service,1,1,male,0,0,0,15,7610-tvopg,0,0.8783333333333334,0
month-to-month,0,bank transfer (automatic),75.0,1573.95,fiber optic,1,0,0,0,no,no,1,0,male,0,1,1,22,7611-ykytc,0,2.5,0
month-to-month,1,electronic check,84.45,1059.55,fiber optic,0,0,0,0,yes,no,1,1,male,0,0,0,12,7613-llqfo,1,2.815,1
one year,1,bank transfer (automatic),51.8,2541.25,dsl,0,1,0,0,yes,yes,0,0,male,0,1,1,49,7614-qvwql,1,1.7266666666666666,1
month-to-month,0,electronic check,44.6,97.1,dsl,0,0,0,0,yes,yes,0,0,female,0,1,0,2,7615-esmyf,1,1.4866666666666668,1
month-to-month,0,electronic check,19.45,19.45,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,1,7617-eyglw,0,0.6483333333333333,0
month-to-month,0,electronic check,54.75,1338.15,dsl,1,0,0,0,no,no,1,1,male,0,1,1,24,7619-odsgn,1,1.825,1
one year,0,bank transfer (automatic),74.1,3833.95,dsl,1,1,1,0,no,yes,1,1,female,0,1,0,53,7619-plrlp,0,2.4699999999999998,0
month-to-month,1,credit card (automatic),85.9,3729.75,fiber optic,0,0,1,1,no,no,1,1,female,0,1,0,42,7621-vpnet,0,2.8633333333333337,0
two year,1,bank transfer (automatic),85.65,4824.45,dsl,1,1,1,1,yes,yes,1,0,male,1,1,0,56,7622-fwgew,0,2.855,0
month-to-month,1,credit card (automatic),30.1,810.85,dsl,0,0,0,1,no,no,0,0,male,0,0,0,28,7622-nxqzr,0,1.0033333333333334,0
month-to-month,0,mailed check,19.7,111.65,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,1,6,7623-hkyrk,0,0.6566666666666666,0
month-to-month,1,mailed check,49.9,49.9,dsl,0,0,0,1,no,no,1,0,male,0,0,1,1,7623-trnqn,1,1.6633333333333333,1
month-to-month,1,electronic check,76.5,837.95,fiber optic,0,0,0,0,no,no,1,1,female,0,0,0,11,7625-xcqrh,1,2.55,1
month-to-month,1,credit card (automatic),78.95,2839.65,fiber optic,0,0,1,0,no,no,1,1,female,0,1,0,37,7627-jkiaz,1,2.631666666666667,1
one year,0,electronic check,95.65,5471.75,fiber optic,1,1,1,1,no,no,1,1,female,1,1,0,56,7629-wfglw,0,3.1883333333333335,0
one year,1,electronic check,59.1,369.25,dsl,1,0,0,0,no,yes,1,0,female,0,0,0,7,7629-wixzf,0,1.97,0
one year,0,credit card (automatic),110.9,7432.05,fiber optic,0,1,1,1,yes,yes,1,1,male,1,0,0,66,7632-mnyoy,1,3.6966666666666668,1
one year,0,mailed check,20.05,520.1,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,25,7632-yutxb,0,0.6683333333333333,0
two year,1,electronic check,59.75,3450.15,dsl,1,1,0,1,no,no,1,0,male,0,1,0,57,7633-mvpuy,0,1.9916666666666667,0
two year,0,credit card (automatic),20.05,1016.7,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,47,7634-hlqjr,0,0.6683333333333333,0
month-to-month,1,electronic check,38.5,330.8,dsl,1,0,0,0,no,yes,0,0,female,0,0,1,8,7634-wswdb,0,1.2833333333333334,0
month-to-month,1,credit card (automatic),29.35,381.2,dsl,0,1,0,0,no,no,0,0,male,1,0,0,12,7636-owbpg,0,0.9783333333333334,0
one year,1,mailed check,44.1,2413.05,dsl,0,0,0,0,no,no,1,0,female,0,1,1,58,7636-pepns,0,1.47,0
month-to-month,1,credit card (automatic),19.9,33.7,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,2,7636-xuhww,0,0.6633333333333333,0
month-to-month,1,electronic check,103.05,5925.75,fiber optic,1,1,1,1,yes,no,1,1,male,0,1,0,57,7637-ikujq,,3.435,2
month-to-month,1,electronic check,79.0,522.95,fiber optic,0,0,0,0,yes,no,1,0,female,0,0,0,7,7638-qvmvy,1,2.6333333333333333,1
two year,1,credit card (automatic),79.75,4217.8,dsl,1,0,0,1,yes,yes,1,1,male,0,0,0,52,7639-liayi,0,2.658333333333333,0
two year,1,bank transfer (automatic),79.25,5731.85,dsl,1,1,1,1,yes,no,1,1,male,0,1,1,70,7639-oplng,0,2.6416666666666666,0
month-to-month,1,credit card (automatic),48.8,1054.6,dsl,1,0,0,0,no,no,1,0,female,0,0,0,22,7639-supcw,1,1.6266666666666665,1
month-to-month,1,electronic check,100.7,4541.2,fiber optic,1,1,1,0,yes,no,1,1,male,1,1,1,46,7641-euyet,1,3.356666666666667,1
two year,0,mailed check,100.55,3895.35,fiber optic,0,0,0,1,yes,yes,1,1,male,0,0,1,39,7641-tqfhn,0,3.3516666666666666,0
two year,0,electronic check,19.35,1263.85,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,63,7643-rchxs,0,0.645,0
two year,0,mailed check,19.85,0.0,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,0,7644-omvmy,0,0.6616666666666667,0
two year,1,bank transfer (automatic),20.35,1092.35,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,54,7647-gyykx,0,0.6783333333333333,0
one year,0,mailed check,19.5,226.8,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,11,7649-phjvr,0,0.65,0
two year,1,mailed check,80.1,5585.4,dsl,1,1,1,1,no,yes,1,1,male,0,1,0,71,7649-sijjf,0,2.67,0
one year,1,bank transfer (automatic),84.25,3539.25,fiber optic,1,0,1,1,no,no,1,0,male,0,1,0,43,7654-ywjuf,0,2.808333333333333,0
one year,1,credit card (automatic),70.15,2497.35,dsl,0,1,1,1,yes,no,1,0,male,1,0,0,38,7657-dyepj,1,2.3383333333333334,1
month-to-month,0,bank transfer (automatic),86.55,1857.25,fiber optic,0,0,1,0,yes,no,1,0,male,1,1,0,21,7658-uyuqs,0,2.885,0
month-to-month,1,electronic check,69.2,69.2,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,1,7660-hdpjv,1,2.3066666666666666,1
one year,1,credit card (automatic),87.7,1725.95,fiber optic,0,0,0,1,no,yes,1,0,male,0,0,0,19,7661-cpurm,0,2.9233333333333333,0
one year,0,bank transfer (automatic),60.15,3077.0,dsl,1,0,1,1,yes,yes,0,0,female,0,0,1,51,7662-twisv,,2.005,2
two year,0,electronic check,113.75,6561.25,fiber optic,1,1,1,1,yes,yes,1,1,male,0,1,0,59,7663-cuxzb,0,3.7916666666666665,0
month-to-month,1,mailed check,44.15,44.15,dsl,0,0,0,0,no,no,1,0,male,0,0,0,1,7663-rgwbc,1,1.4716666666666667,1
two year,1,bank transfer (automatic),103.95,7556.9,fiber optic,1,1,1,1,yes,no,1,1,female,0,1,0,72,7663-yjhsn,0,3.4650000000000003,0
one year,0,credit card (automatic),100.55,2830.45,fiber optic,0,1,1,1,no,yes,1,1,male,0,0,1,29,7663-ztegj,0,3.3516666666666666,0
two year,0,credit card (automatic),40.65,1547.35,dsl,1,0,1,1,no,no,0,0,female,0,1,1,36,7665-nklav,0,1.355,0
month-to-month,1,electronic check,69.6,69.6,fiber optic,0,0,0,0,no,no,1,0,female,0,0,0,1,7665-toald,1,2.32,1
one year,0,mailed check,20.35,176.3,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,10,7665-vigud,0,0.6783333333333333,0
two year,1,electronic check,80.45,3201.55,fiber optic,0,0,1,1,no,no,1,0,female,0,0,0,39,7666-wkron,1,2.6816666666666666,1
month-to-month,1,electronic check,92.55,1614.7,fiber optic,0,0,0,0,yes,yes,1,1,female,1,1,0,17,7668-xcfyv,0,3.085,0
month-to-month,1,mailed check,56.3,628.65,dsl,0,0,0,0,yes,no,1,0,male,0,1,1,12,7669-lcrsd,0,1.8766666666666665,0
one year,1,bank transfer (automatic),61.05,3478.75,dsl,1,0,0,1,no,no,1,1,female,0,1,0,58,7670-zbpoq,0,2.0349999999999997,0
month-to-month,0,electronic check,55.7,3171.6,dsl,1,0,0,1,no,no,1,0,male,0,1,0,57,7672-vfmxz,0,1.8566666666666667,0
two year,0,bank transfer (automatic),20.15,1337.5,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,69,7673-bqgku,0,0.6716666666666666,0
one year,1,electronic check,78.55,1843.05,dsl,1,0,1,0,yes,yes,1,1,female,0,0,0,23,7673-lprny,0,2.618333333333333,0
one year,1,bank transfer (automatic),79.95,2684.85,fiber optic,0,1,0,1,no,no,1,0,female,0,0,0,33,7674-ytafd,0,2.665,0
month-to-month,0,electronic check,45.0,127.1,dsl,0,0,0,0,no,no,1,0,female,1,0,0,3,7675-ozczg,1,1.5,1
one year,0,credit card (automatic),19.9,153.95,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,8,7677-sjjjk,0,0.6633333333333333,0
month-to-month,1,electronic check,89.85,3091.75,fiber optic,0,1,1,0,yes,no,1,0,male,0,1,1,34,7682-azndk,0,2.9949999999999997,0
month-to-month,1,electronic check,65.45,937.6,dsl,1,1,0,0,yes,no,1,0,male,0,1,1,14,7683-cbdkj,1,2.1816666666666666,1
two year,0,bank transfer (automatic),24.3,1643.25,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,1,72,7684-xsziy,0,0.81,0
two year,0,bank transfer (automatic),54.5,3778.2,dsl,1,0,0,1,no,no,1,0,male,0,1,0,71,7688-awmdx,0,1.8166666666666667,0
one year,1,credit card (automatic),73.05,4688.65,dsl,1,0,1,0,yes,yes,1,0,male,0,1,1,64,7690-kpncu,0,2.435,0
month-to-month,0,credit card (automatic),65.0,3363.8,dsl,0,1,0,1,yes,no,1,0,male,0,1,1,53,7691-kgkgp,0,2.1666666666666665,0
two year,1,bank transfer (automatic),89.95,5974.3,fiber optic,0,0,1,0,yes,no,1,1,female,0,1,0,68,7691-xvtzh,0,2.9983333333333335,0
month-to-month,1,electronic check,80.15,385.0,fiber optic,0,1,0,0,no,no,1,1,male,0,1,1,5,7693-lckzl,1,2.671666666666667,1
month-to-month,1,bank transfer (automatic),72.95,3829.75,fiber optic,0,0,0,0,no,no,1,1,male,1,0,0,52,7693-qpefs,0,2.4316666666666666,0
one year,0,electronic check,104.1,7040.85,fiber optic,0,1,1,0,yes,yes,1,1,male,0,1,0,67,7694-vlbwq,1,3.4699999999999998,1
two year,0,credit card (automatic),20.5,1424.9,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,68,7695-pklcz,0,0.6833333333333333,0
one year,0,credit card (automatic),78.0,3824.2,dsl,0,1,1,0,yes,yes,1,0,female,0,1,1,49,7696-amhod,0,2.6,0
two year,0,bank transfer (automatic),19.8,726.1,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,37,7696-cftat,0,0.66,0
month-to-month,0,mailed check,20.0,20.0,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,1,7698-yfgez,0,0.6666666666666666,0
month-to-month,1,electronic check,81.0,1917.1,fiber optic,0,0,1,0,no,no,1,1,male,0,0,0,23,7703-zekef,1,2.7,1
month-to-month,1,credit card (automatic),20.45,237.3,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,11,7706-dznkk,0,0.6816666666666666,0
one year,0,bank transfer (automatic),19.7,1341.5,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,70,7706-ylmqa,0,0.6566666666666666,0
month-to-month,1,mailed check,61.9,2647.1,dsl,1,1,0,1,no,no,1,0,male,0,0,0,40,7707-pybbh,0,2.0633333333333335,0
month-to-month,1,electronic check,88.85,1594.75,fiber optic,0,0,0,1,yes,no,1,1,female,0,1,0,18,7709-fqreh,,2.9616666666666664,2
two year,1,bank transfer (automatic),93.3,6398.05,fiber optic,0,1,0,1,no,yes,1,1,female,0,1,1,69,7710-jsyoa,0,3.11,0
two year,0,bank transfer (automatic),24.7,1810.55,no,0,0,0,0,no internet service,no internet service,1,1,female,0,1,1,71,7711-gqbzc,0,0.8233333333333334,0
one year,0,bank transfer (automatic),84.9,5264.5,dsl,1,1,1,1,yes,yes,1,0,male,0,1,1,61,7711-yijwc,0,2.83,0
month-to-month,1,bank transfer (automatic),100.5,2599.95,fiber optic,0,0,1,0,yes,yes,1,1,female,0,0,0,26,7714-yxsmb,0,3.35,0
one year,1,mailed check,82.05,4029.95,fiber optic,0,0,0,0,no,yes,1,1,female,0,1,1,48,7716-ytyhg,1,2.735,1
two year,0,mailed check,20.55,1205.05,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,60,7717-bicxi,0,0.685,0
month-to-month,1,bank transfer (automatic),68.6,1108.6,fiber optic,0,0,0,0,no,no,1,0,male,0,1,0,15,7718-rxdgg,0,2.2866666666666666,0
one year,1,credit card (automatic),106.4,7251.9,fiber optic,1,1,0,1,yes,yes,1,0,female,0,1,0,69,7718-upskj,0,3.546666666666667,0
month-to-month,0,mailed check,19.65,19.65,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,1,7721-dvekz,0,0.6549999999999999,0
month-to-month,1,bank transfer (automatic),41.05,2452.7,dsl,0,1,0,0,no,yes,0,0,male,0,1,0,59,7721-jxeaw,1,1.3683333333333332,1
one year,1,electronic check,105.2,5637.85,fiber optic,0,1,0,1,yes,yes,1,1,male,0,1,1,54,7722-cvfxn,0,3.506666666666667,0
two year,0,bank transfer (automatic),60.95,4549.05,dsl,1,0,1,1,yes,yes,0,0,male,0,1,1,72,7722-vjrqd,0,2.0316666666666667,0
month-to-month,0,bank transfer (automatic),19.5,150.35,no,0,0,0,0,no internet service,no internet service,1,0,female,0,0,0,9,7727-shvzv,0,0.65,0
month-to-month,1,electronic check,44.5,90.05,dsl,0,0,0,0,no,no,1,0,male,0,1,1,2,7729-jteec,0,1.4833333333333334,0
two year,1,mailed check,19.75,1344.5,no,0,0,0,0,no internet service,no internet service,1,0,male,0,1,1,66,7729-xbtwx,0,0.6583333333333333,0
two year,1,bank transfer (automatic),98.65,7129.45,fiber optic,0,1,1,1,no,yes,1,1,female,0,1,1,72,7730-cldsv,0,3.2883333333333336,0
month-to-month,1,electronic check,75.2,3198.6,fiber optic,1,0,0,0,no,no,1,0,male,0,0,0,43,7730-iutdz,1,2.506666666666667,1
month-to-month,1,electronic check,55.0,3094.05,dsl,0,1,1,0,yes,yes,0,0,female,1,0,0,57,7733-udmtp,0,1.8333333333333333,0
month-to-month,0,electronic check,40.1,40.1,dsl,0,0,0,1,yes,no,0,0,female,0,1,1,1,7734-dboai,1,1.3366666666666667,1
month-to-month,1,bank transfer (automatic),91.05,2954.5,fiber optic,0,0,1,0,no,yes,1,1,female,0,1,1,32,7739-laxog,1,3.0349999999999997,1
two year,1,electronic check,113.6,6292.7,fiber optic,0,1,1,1,yes,yes,1,1,male,1,1,0,55,7740-btpux,0,3.7866666666666666,0
month-to-month,1,credit card (automatic),30.05,1529.45,dsl,0,1,0,0,no,no,0,0,male,0,1,0,51,7740-kkcxf,0,1.0016666666666667,0
month-to-month,1,mailed check,48.8,297.35,dsl,0,0,0,1,no,no,1,0,female,0,1,1,6,7742-mypgi,0,1.6266666666666665,0
month-to-month,1,electronic check,51.05,415.05,dsl,0,0,1,0,no,no,1,0,male,0,1,1,8,7743-exurx,1,1.7016666666666667,1
month-to-month,1,mailed check,35.75,961.4,dsl,0,0,1,1,no,no,0,0,female,0,0,0,28,7746-awnqw,0,1.1916666666666667,0
one year,1,mailed check,55.85,857.8,dsl,1,1,0,0,no,no,1,0,male,0,1,1,16,7746-qyvco,0,1.8616666666666668,0
month-to-month,1,electronic check,101.3,2974.5,fiber optic,0,0,0,1,yes,yes,1,1,female,1,0,1,30,7748-umtrk,0,3.3766666666666665,0
one year,0,electronic check,60.65,743.3,dsl,0,1,1,1,yes,yes,0,0,female,0,0,0,12,7750-eyxwz,0,2.0216666666666665,0
month-to-month,1,electronic check,105.9,6396.45,fiber optic,0,1,1,0,yes,yes,1,1,female,0,0,0,60,7752-xusci,1,3.5300000000000002,1
one year,1,electronic check,64.2,3627.3,dsl,0,1,0,1,no,yes,1,0,male,0,0,0,55,7753-usqyq,0,2.14,0
month-to-month,0,mailed check,45.35,45.35,dsl,0,0,0,0,no,no,1,0,female,0,0,0,1,7754-ixrmc,0,1.5116666666666667,0
two year,1,electronic check,40.55,1325.85,dsl,0,0,0,1,yes,no,0,0,male,0,1,1,34,7758-ujwys,0,1.3516666666666666,0
month-to-month,1,electronic check,29.7,438.25,dsl,0,0,0,1,no,no,0,0,male,0,0,0,15,7758-xkcbs,1,0.99,1
month-to-month,1,electronic check,80.65,144.15,fiber optic,0,0,0,0,yes,no,1,0,female,0,0,0,2,7760-oypdy,1,2.6883333333333335,1
one year,0,mailed check,19.7,94.45,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,6,7762-onljy,0,0.6566666666666666,0
two year,1,credit card (automatic),106.05,6981.35,fiber optic,1,0,1,0,yes,yes,1,1,male,0,1,0,66,7762-urzqh,1,3.5349999999999997,1
month-to-month,0,mailed check,20.85,60.65,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,1,3,7764-bdpee,0,0.6950000000000001,0
two year,1,electronic check,95.1,6843.15,fiber optic,1,1,0,0,yes,no,1,1,female,0,1,1,72,7765-lwvvh,0,3.17,0
month-to-month,1,mailed check,60.95,629.55,dsl,0,0,0,1,no,yes,1,0,female,0,0,0,10,7766-cltic,0,2.0316666666666667,0
two year,0,mailed check,24.25,1077.95,no,0,0,0,0,no internet service,no internet service,1,1,male,0,1,1,43,7766-cvtaf,,0.8083333333333333,2
month-to-month,1,electronic check,50.45,50.45,dsl,0,0,0,0,no,no,1,1,male,0,0,0,1,7767-uxagj,1,1.6816666666666669,1
two year,0,bank transfer (automatic),63.8,3007.25,dsl,0,1,0,1,no,yes,1,0,female,0,1,1,47,7771-cfqrq,0,2.1266666666666665,0
two year,0,bank transfer (automatic),56.75,1304.85,dsl,0,0,1,1,yes,yes,0,0,male,0,0,0,22,7771-zonat,0,1.8916666666666666,0
one year,1,electronic check,103.45,3066.45,fiber optic,0,1,1,0,yes,yes,1,1,male,0,0,0,31,7774-ojsxi,1,3.4483333333333333,1
month-to-month,1,bank transfer (automatic),81.5,3107.3,fiber optic,0,0,1,1,no,no,1,0,female,0,1,1,39,7776-qgyjc,0,2.716666666666667,0
month-to-month,1,bank transfer (automatic),50.4,1527.5,dsl,0,1,0,0,no,no,1,0,male,1,1,0,30,7776-qwnfx,1,1.68,1
month-to-month,1,credit card (automatic),20.1,232.4,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,12,7777-unyhb,0,0.67,0
month-to-month,1,electronic check,86.65,856.65,fiber optic,0,0,0,0,no,yes,1,1,male,1,1,0,10,7779-lgovn,1,2.8883333333333336,1
two year,0,credit card (automatic),75.15,3480.35,dsl,1,0,1,1,no,yes,1,1,male,1,1,0,45,7779-orael,0,2.5050000000000003,0
month-to-month,1,electronic check,99.4,1742.95,fiber optic,1,0,0,0,yes,yes,1,1,male,0,1,0,18,7780-otdso,1,3.3133333333333335,1
one year,0,electronic check,60.35,4138.7,dsl,0,1,1,1,yes,yes,0,0,male,0,1,1,70,7781-ewara,0,2.0116666666666667,0
two year,1,credit card (automatic),65.2,4784.45,dsl,1,1,1,1,yes,yes,0,0,female,0,1,1,72,7781-hvgmk,0,2.1733333333333333,0
month-to-month,1,bank transfer (automatic),99.7,1238.45,fiber optic,1,1,1,0,no,yes,1,1,female,0,0,0,12,7783-ykgdv,1,3.3233333333333333,1
month-to-month,0,mailed check,19.3,54.7,no,0,0,0,0,no internet service,no internet service,1,0,female,0,1,1,3,7785-rdvig,0,0.6433333333333333,0
month-to-month,0,bank transfer (automatic),77.95,305.55,fiber optic,0,1,0,0,no,no,1,1,female,0,0,0,4,7786-wbjyi,1,2.5983333333333336,1
month-to-month,0,bank transfer (automatic),20.15,130.5,no,0,0,0,0,no internet service,no internet service,1,0,male,0,0,0,6,7787-bntzm,0,0.6716666666666666,0
month-to-month,1,credit card (automatic),94.2,5895.45,fiber optic,1,1,1,1,no,no,1,1,female,1,1,0,61,7789-cruvc,0,3.14,0
one year,1,bank transfer (automatic),105.2,4599.15,fiber optic,1,0,1,0,yes,yes,1,1,female,1,1,0,42,7789-hksbs,0,3.506666666666667,0
month-to-month,1,mailed check,50.75,50.75,dsl,1,0,0,0,no,no,1,0,male,0,0,0,1,7794-jasdg,0,1.6916666666666667,0
